"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 13:14:02 WIB 2023","Mon Aug 07 13:14:25 WIB 2023","22973","","moduit","","","","login feature",""
